date,rolling_exposure,rolling_trade_density,rolling_sharpe,rolling_drawdown
2019-10-23,74.20634920634922,35.0,0.20136119105168065,-0.3543882376773734
2019-10-24,74.20634920634922,36.0,0.26627366100924327,-0.3543882376773734
2019-10-25,74.60317460317461,35.0,0.24879331468209082,-0.3543882376773734
2019-10-28,75.0,35.0,0.27162040454329306,-0.3543882376773734
2019-10-29,75.39682539682539,35.0,0.270595345331386,-0.3543882376773734
2019-10-30,75.79365079365078,35.0,0.3203992221169496,-0.3543882376773734
2019-10-31,76.19047619047619,36.0,0.28685689555528443,-0.3543882376773734
2019-11-01,76.5873015873016,36.0,0.39387820008222096,-0.3543882376773734
2019-11-04,76.5873015873016,35.0,0.4139092591095354,-0.3543882376773734
2019-11-05,76.98412698412699,34.0,0.4558217531133459,-0.3543882376773734
2019-11-06,76.98412698412699,35.0,0.4553522428274004,-0.3543882376773734
2019-11-07,76.98412698412699,35.0,0.4553522428274004,-0.3543882376773734
2019-11-08,77.38095238095238,36.0,0.4659107184813817,-0.3543882376773734
2019-11-11,77.77777777777779,36.0,0.44932765022619664,-0.3543882376773734
2019-11-12,77.77777777777779,35.0,0.6567554056273651,-0.3543882376773734
2019-11-13,77.77777777777779,35.0,0.6248061436539233,-0.3543882376773734
2019-11-14,77.77777777777779,35.0,0.6652108847126337,-0.3543882376773734
2019-11-15,77.77777777777779,35.0,0.9289802865615929,-0.3543882376773734
2019-11-18,77.77777777777779,35.0,0.7938782310970806,-0.3543882376773734
2019-11-19,77.77777777777779,35.0,0.7259725360765964,-0.3543882376773734
2019-11-20,77.77777777777779,35.0,0.884496014500774,-0.3543882376773734
2019-11-21,77.77777777777779,35.0,0.9227245381302115,-0.3543882376773734
2019-11-22,77.77777777777779,35.0,0.9175239457309062,-0.3543882376773734
2019-11-25,77.77777777777779,35.0,0.8146480484709092,-0.3543882376773734
2019-11-26,77.77777777777779,35.0,0.8256283133843914,-0.3543882376773734
2019-11-27,77.77777777777779,35.0,0.8426679185514152,-0.3543882376773734
2019-11-28,77.77777777777779,35.0,0.9158595250743984,-0.3543882376773734
2019-11-29,77.77777777777779,35.0,0.6784655739684364,-0.3543882376773734
2019-12-02,77.77777777777779,36.0,0.7471784403211741,-0.3543882376773734
2019-12-03,77.38095238095238,37.0,0.7341565708443557,-0.3543882376773734
2019-12-04,76.98412698412699,37.0,0.7368853818723524,-0.3543882376773734
2019-12-05,76.5873015873016,37.0,0.6676495697268102,-0.3543882376773734
2019-12-06,76.5873015873016,38.0,0.6782921237321232,-0.3543882376773734
2019-12-09,76.5873015873016,38.0,0.7224971409550355,-0.3543882376773734
2019-12-10,76.5873015873016,38.0,0.9190540098394251,-0.3543882376773734
2019-12-11,76.19047619047619,39.0,0.8615395894124349,-0.3543882376773734
2019-12-12,76.19047619047619,40.0,1.0715264903560375,-0.3543882376773734
2019-12-13,76.19047619047619,40.0,1.1581655278654346,-0.3543882376773734
2019-12-16,75.79365079365078,41.0,1.402808066077407,-0.33276977367251404
2019-12-17,75.79365079365078,42.0,1.1267761362998527,-0.33276977367251404
2019-12-18,75.39682539682539,43.0,1.295950249523028,-0.3266959919801721
2019-12-19,75.39682539682539,44.0,1.2416572875304877,-0.31923030198333524
2019-12-20,75.39682539682539,44.0,1.2236663361315097,-0.3051846818197942
2019-12-23,75.39682539682539,44.0,1.136886032650633,-0.29202482148638653
2019-12-24,75.39682539682539,44.0,1.023451142475824,-0.2779792013228458
2019-12-26,75.39682539682539,44.0,0.9124495248359161,-0.27456269912090336
2019-12-27,75.0,45.0,0.8945527622438829,-0.25697403963682963
2019-12-30,75.0,46.0,0.8187503087873973,-0.2535575374348873
2019-12-31,75.0,47.0,0.6176187103279125,-0.2535575374348873
2020-01-02,75.0,47.0,0.6171785280957712,-0.2535575374348873
2020-01-03,75.0,47.0,0.8183827768352193,-0.2535575374348873
2020-01-06,75.0,47.0,0.9311702403899489,-0.24166304828738372
2020-01-07,75.0,47.0,0.7952554353486119,-0.24166304828738372
2020-01-08,75.0,47.0,0.5903293510045513,-0.24166304828738372
2020-01-09,75.0,48.0,0.6017066611999766,-0.24166304828738372
2020-01-10,75.0,48.0,0.5336341790121686,-0.24166304828738372
2020-01-13,75.0,48.0,0.575504279779435,-0.24166304828738372
2020-01-14,75.0,49.0,0.666754293020611,-0.24166304828738372
2020-01-15,74.60317460317461,50.0,0.6882742781987633,-0.24166304828738372
2020-01-16,74.20634920634922,50.0,0.6913404203861547,-0.24166304828738372
2020-01-17,74.20634920634922,51.0,0.6440409389692343,-0.24166304828738372
2020-01-20,74.20634920634922,51.0,0.7315806468258954,-0.22877209475230642
2020-01-21,74.20634920634922,51.0,0.6816323986668779,-0.22877209475230642
2020-01-22,73.80952380952381,52.0,0.660869469256733,-0.22877209475230642
2020-01-23,73.80952380952381,53.0,0.6323574205225027,-0.22027895378393114
2020-01-24,73.80952380952381,53.0,0.4335808322091477,-0.22027895378393114
2020-01-27,73.80952380952381,53.0,0.36142424340456075,-0.22027895378393114
2020-01-28,73.80952380952381,53.0,0.40560356316844415,-0.22027895378393114
2020-01-29,73.80952380952381,53.0,0.3817192370658659,-0.22027895378393114
2020-01-30,73.80952380952381,53.0,0.3487527992769023,-0.22027895378393114
2020-01-31,73.80952380952381,53.0,0.2733192143201056,-0.22027895378393114
2020-02-03,73.4126984126984,54.0,0.3086535679470048,-0.20874349366270495
2020-02-04,73.4126984126984,55.0,0.2865844515933857,-0.2073859301101455
2020-02-05,73.01587301587301,56.0,0.21483009398711353,-0.2073859301101455
2020-02-06,73.01587301587301,57.0,0.1336253731652997,-0.2073859301101455
2020-02-07,73.01587301587301,57.0,0.0037479713968840457,-0.2123258227128172
2020-02-10,73.01587301587301,57.0,-0.09381430922090164,-0.22967865937051135
2020-02-11,73.01587301587301,57.0,-0.03840296488584421,-0.22967865937051135
2020-02-12,73.01587301587301,57.0,0.04986825415777752,-0.22967865937051135
2020-02-13,73.01587301587301,57.0,0.08732255109883882,-0.22967865937051135
2020-02-14,73.01587301587301,57.0,0.14937617013949525,-0.22967865937051135
2020-02-17,73.01587301587301,57.0,0.3062685675721384,-0.22967865937051135
2020-02-18,73.01587301587301,57.0,0.2853860009819862,-0.22967865937051135
2020-02-19,73.01587301587301,57.0,0.3061050672718589,-0.22967865937051135
2020-02-20,73.01587301587301,57.0,0.3335026427292265,-0.22967865937051135
2020-02-21,73.01587301587301,57.0,0.35291267029074735,-0.22967865937051135
2020-02-24,73.01587301587301,57.0,0.17467992714318376,-0.22967865937051135
2020-02-25,73.01587301587301,57.0,0.17467992714318376,-0.22967865937051135
2020-02-26,73.4126984126984,58.0,0.07043960284195983,-0.22967865937051135
2020-02-27,73.80952380952381,58.0,-0.016388849468759844,-0.22967865937051135
2020-02-28,74.20634920634922,58.0,-0.16198429441415108,-0.257915200968156
2020-03-02,74.60317460317461,58.0,0.002328713634732573,-0.257915200968156
2020-03-03,75.0,58.0,-0.00045487342574892554,-0.257915200968156
2020-03-04,75.39682539682539,58.0,-0.05122819806209221,-0.257915200968156
2020-03-05,75.39682539682539,57.0,-0.14774432130277226,-0.257915200968156
2020-03-06,75.39682539682539,57.0,-0.4650396910692291,-0.3236525296522734
2020-03-09,75.0,58.0,-0.44634836473918776,-0.32375398177282544
2020-03-10,75.0,59.0,-0.6995208467167329,-0.38014364952916035
2020-03-11,74.60317460317461,60.0,-0.6573984947582096,-0.38023662798173097
2020-03-12,74.20634920634922,60.0,-0.6884331836099021,-0.38023662798173097
2020-03-13,73.80952380952381,60.0,-0.7292569607061992,-0.38023662798173097
2020-03-16,73.4126984126984,60.0,-0.7204434226667953,-0.38023662798173097
2020-03-17,73.4126984126984,60.0,-0.893180854074444,-0.40755380716520806
2020-03-18,73.4126984126984,60.0,-1.213964888313991,-0.4869453088155372
2020-03-19,73.80952380952381,59.0,-0.7171966584422952,-0.4869453088155372
2020-03-20,74.20634920634922,59.0,-0.8521766202361297,-0.4869453088155372
2020-03-23,74.60317460317461,59.0,-0.8471249163663681,-0.4869453088155372
2020-03-24,74.60317460317461,58.0,-0.8488493935277801,-0.4869453088155372
2020-03-25,74.60317460317461,58.0,-0.8222201342405704,-0.4869453088155372
2020-03-26,74.60317460317461,58.0,-0.9250269933178997,-0.4869453088155372
2020-03-27,74.60317460317461,58.0,-1.0960858266088247,-0.4869453088155372
2020-03-30,74.60317460317461,58.0,-1.3243561305233011,-0.5306621876463674
2020-03-31,74.60317460317461,58.0,-1.3133978299072968,-0.5319057019107412
2020-04-01,74.60317460317461,58.0,-1.4980966452143545,-0.5605065299913372
2020-04-02,74.60317460317461,58.0,-0.8098521998537227,-0.5605065299913372
2020-04-03,74.60317460317461,58.0,-0.4933492942571577,-0.5605065299913372
2020-04-06,75.0,57.0,-0.5588846761160662,-0.5605065299913372
2020-04-07,75.0,56.0,-0.6500580601673551,-0.5605065299913372
2020-04-08,75.0,56.0,-0.5803756816604886,-0.5605065299913372
2020-04-09,75.0,56.0,-0.6770951677361151,-0.5605065299913372
2020-04-13,75.0,56.0,-0.7222002295772408,-0.5605065299913372
2020-04-14,75.0,56.0,-0.8714211216647731,-0.5605065299913372
2020-04-15,75.0,56.0,-1.0009514940967954,-0.5605065299913372
2020-04-16,75.0,56.0,-0.9848114653627237,-0.5605065299913372
2020-04-17,75.0,56.0,-0.9043855850653053,-0.5605065299913372
2020-04-20,75.0,56.0,-1.071036044031126,-0.5605065299913372
2020-04-21,75.0,56.0,-1.4227466805537867,-0.6566124181379365
2020-04-22,75.39682539682539,55.0,-1.3157464238168104,-0.6566124181379365
2020-04-23,75.39682539682539,54.0,-1.1879674317514055,-0.6566124181379365
2020-04-24,75.39682539682539,54.0,-1.1810210677626753,-0.6566124181379365
2020-04-27,75.39682539682539,54.0,-1.3059153859852881,-0.6566124181379365
2020-04-28,75.79365079365078,53.0,-1.261428923852646,-0.6566124181379365
2020-04-29,75.79365079365078,52.0,-1.0701943878462223,-0.6566124181379365
2020-04-30,75.79365079365078,52.0,-0.892076753130822,-0.6566124181379365
2020-05-01,75.79365079365078,52.0,-0.900527224714031,-0.6566124181379365
2020-05-04,75.79365079365078,52.0,-0.900527224714031,-0.6566124181379365
2020-05-05,75.39682539682539,51.0,-0.9259583373395449,-0.6566124181379365
2020-05-06,75.39682539682539,50.0,-0.9256932788654764,-0.6566124181379365
2020-05-07,75.39682539682539,50.0,-0.9256932788654764,-0.6566124181379365
2020-05-08,75.39682539682539,50.0,-0.9256932788654764,-0.6566124181379365
2020-05-11,75.39682539682539,50.0,-0.9256932788654764,-0.6566124181379365
2020-05-12,75.0,49.0,-0.9202851507894494,-0.6566124181379365
2020-05-13,74.60317460317461,49.0,-0.9498269423911689,-0.6566124181379365
2020-05-14,74.60317460317461,48.0,-0.9495616983007481,-0.6566124181379365
2020-05-15,75.0,49.0,-1.024581265163173,-0.6566124181379365
2020-05-18,75.39682539682539,49.0,-1.141200123579659,-0.6566124181379365
2020-05-19,75.39682539682539,48.0,-1.1328400342347718,-0.6566124181379365
2020-05-20,75.39682539682539,49.0,-1.0927148054688072,-0.6566124181379365
2020-05-21,75.39682539682539,49.0,-1.1448510945210897,-0.6566124181379365
2020-05-22,75.79365079365078,48.0,-1.188651216597749,-0.6566124181379365
2020-05-25,75.79365079365078,47.0,-1.1885025266627776,-0.6566124181379365
2020-05-26,75.79365079365078,47.0,-1.1368288523480938,-0.6566124181379365
2020-05-27,75.79365079365078,47.0,-1.2420061602999057,-0.6566124181379365
2020-05-28,75.79365079365078,47.0,-1.1843165489351029,-0.6566124181379365
2020-05-29,75.79365079365078,47.0,-1.0475832779284417,-0.6566124181379365
2020-06-01,75.79365079365078,47.0,-1.053153846182343,-0.6566124181379365
2020-06-02,75.79365079365078,47.0,-0.9947160528894279,-0.6566124181379365
2020-06-03,76.19047619047619,46.0,-0.9847411876744259,-0.6566124181379365
2020-06-04,76.5873015873016,46.0,-0.9759647381745161,-0.6566124181379365
2020-06-05,76.98412698412699,46.0,-0.8712326053463362,-0.6566124181379365
2020-06-08,77.38095238095238,46.0,-0.9307829005588371,-0.6566124181379365
2020-06-09,77.77777777777779,46.0,-0.9145930348524928,-0.6566124181379365
2020-06-10,78.17460317460318,46.0,-0.8913174264273115,-0.6566124181379365
2020-06-11,78.57142857142857,46.0,-1.0141117636755093,-0.6566124181379365
2020-06-12,78.96825396825396,46.0,-1.0060857180885248,-0.6566124181379365
2020-06-15,79.36507936507937,46.0,-0.9614216660250706,-0.6566124181379365
2020-06-16,79.36507936507937,45.0,-0.9115391258928154,-0.6566124181379365
2020-06-17,79.76190476190477,44.0,-0.9216469239162589,-0.6566124181379365
2020-06-18,79.76190476190477,43.0,-0.8858353495284216,-0.6566124181379365
2020-06-19,79.76190476190477,43.0,-0.8819648690737776,-0.6566124181379365
2020-06-22,79.76190476190477,42.0,-0.8534058811084073,-0.6566124181379365
2020-06-23,79.76190476190477,42.0,-0.8034056133599841,-0.6566124181379365
2020-06-24,79.76190476190477,42.0,-0.9318355131775391,-0.6566124181379365
2020-06-25,79.76190476190477,42.0,-0.8863871278505956,-0.6566124181379365
2020-06-26,79.76190476190477,42.0,-0.9129012415060387,-0.6566124181379365
2020-06-29,79.76190476190477,42.0,-0.8807508884461529,-0.6566124181379365
2020-06-30,79.76190476190477,42.0,-0.9053942276534824,-0.6566124181379365
2020-07-01,79.76190476190477,42.0,-0.951865448901352,-0.6566124181379365
2020-07-02,79.76190476190477,42.0,-0.8935502999031952,-0.6566124181379365
2020-07-03,79.36507936507937,43.0,-0.8989361608714642,-0.6566124181379365
2020-07-06,78.96825396825396,43.0,-0.8928287008437342,-0.6566124181379365
2020-07-07,78.57142857142857,43.0,-0.8395432995573302,-0.6566124181379365
2020-07-08,78.17460317460318,43.0,-0.8214096597954585,-0.6566124181379365
2020-07-09,77.77777777777779,43.0,-0.7759421776092688,-0.6566124181379365
2020-07-10,77.77777777777779,44.0,-0.7548399419128732,-0.6566124181379365
2020-07-13,77.38095238095238,45.0,-0.7768259346553141,-0.6566124181379365
2020-07-14,77.38095238095238,46.0,-0.7853328951909473,-0.6566124181379365
2020-07-15,77.38095238095238,46.0,-0.7322654018565209,-0.6566124181379365
2020-07-16,76.98412698412699,47.0,-0.7381944632298183,-0.6566124181379365
2020-07-17,76.98412698412699,48.0,-0.7493343585392436,-0.6566124181379365
2020-07-20,76.5873015873016,49.0,-0.756318216456002,-0.6566124181379365
2020-07-21,76.19047619047619,49.0,-0.7836160796934563,-0.6566124181379365
2020-07-22,75.79365079365078,49.0,-0.7947436891750329,-0.6566124181379365
2020-07-23,75.79365079365078,50.0,-0.7180930201609038,-0.6566124181379365
2020-07-24,75.79365079365078,49.0,-0.6775392300021227,-0.6566124181379365
2020-07-27,76.19047619047619,48.0,-0.6745084632593068,-0.6566124181379365
2020-07-28,76.5873015873016,48.0,-0.6819981285979748,-0.6566124181379365
2020-07-29,76.98412698412699,48.0,-0.6608156661844575,-0.6566124181379365
2020-07-30,77.38095238095238,48.0,-0.6922211530860625,-0.6566124181379365
2020-07-31,77.77777777777779,48.0,-0.6814794041171989,-0.6566124181379365
2020-08-03,78.17460317460318,48.0,-0.6564642012588122,-0.6566124181379365
2020-08-04,78.57142857142857,48.0,-0.645560289897076,-0.6566124181379365
2020-08-05,78.96825396825396,48.0,-0.6167793912687277,-0.6566124181379365
2020-08-06,78.96825396825396,49.0,-0.6170361801276568,-0.6566124181379365
2020-08-07,78.96825396825396,49.0,-0.6170361801276568,-0.6566124181379365
2020-08-10,79.36507936507937,50.0,-0.5943939652894191,-0.6566124181379365
2020-08-11,79.36507936507937,51.0,-0.5946506484402767,-0.6566124181379365
2020-08-12,79.76190476190477,52.0,-0.5587938535531644,-0.6566124181379365
2020-08-13,79.76190476190477,53.0,-0.5590503133922167,-0.6566124181379365
2020-08-14,79.76190476190477,53.0,-0.5590503133922167,-0.6566124181379365
2020-08-17,80.15873015873017,54.0,-0.5374290908814104,-0.6566124181379365
2020-08-18,80.15873015873017,55.0,-0.5376854563097996,-0.6566124181379365
2020-08-19,80.15873015873017,55.0,-0.5376854563097996,-0.6566124181379365
2020-08-20,79.76190476190477,54.0,-0.5541759460280969,-0.6566124181379365
2020-08-21,79.76190476190477,53.0,-0.5539195190298372,-0.6566124181379365
2020-08-24,79.76190476190477,53.0,-0.5066848040827718,-0.6566124181379365
2020-08-25,79.36507936507937,54.0,-0.49532416088019715,-0.6566124181379365
2020-08-26,78.96825396825396,54.0,-0.5683595083582718,-0.6566124181379365
2020-08-27,78.57142857142857,54.0,-0.5754325540435276,-0.6566124181379365
2020-08-28,78.57142857142857,55.0,-0.5844512885970892,-0.6566124181379365
2020-08-31,78.57142857142857,55.0,-0.633687650215594,-0.6566124181379365
2020-09-01,78.57142857142857,55.0,-0.6165400131157566,-0.6566124181379365
2020-09-02,78.57142857142857,55.0,-0.6166435715118629,-0.6566124181379365
2020-09-03,78.57142857142857,55.0,-0.6183981632166915,-0.6566124181379365
2020-09-04,78.57142857142857,55.0,-0.6677326350074707,-0.6566124181379365
2020-09-07,78.57142857142857,55.0,-0.9752788500206651,-0.6566124181379365
2020-09-08,78.57142857142857,55.0,-0.9566259504629969,-0.6566124181379365
2020-09-09,78.57142857142857,56.0,-0.9754496065747211,-0.6566124181379365
2020-09-10,78.17460317460318,57.0,-0.9983139323396608,-0.6566124181379365
2020-09-11,78.17460317460318,58.0,-1.005424490426752,-0.6566124181379365
2020-09-14,78.17460317460318,58.0,-1.0288404668064135,-0.6566124181379365
2020-09-15,78.17460317460318,58.0,-0.9419263855309382,-0.6566124181379365
2020-09-16,78.17460317460318,58.0,-0.8457610418555712,-0.6566124181379365
2020-09-17,78.17460317460318,58.0,-0.809624179904965,-0.6566124181379365
2020-09-18,78.17460317460318,58.0,-0.7925627112239065,-0.6566124181379365
2020-09-21,78.17460317460318,58.0,-0.8098855666225309,-0.6566124181379365
2020-09-22,78.17460317460318,58.0,-0.7872082628558129,-0.6566124181379365
2020-09-23,78.17460317460318,58.0,-0.7495938876012127,-0.6566124181379365
2020-09-24,78.17460317460318,58.0,-0.7429974693556415,-0.6566124181379365
2020-09-25,78.17460317460318,58.0,-0.76419980758557,-0.6566124181379365
2020-09-28,78.17460317460318,58.0,-0.7419258247901778,-0.6566124181379365
2020-09-29,78.17460317460318,58.0,-0.7955476976915328,-0.6566124181379365
2020-09-30,78.17460317460318,58.0,-0.7661853715098507,-0.6566124181379365
2020-10-01,78.17460317460318,58.0,-0.8457506157863336,-0.6566124181379365
2020-10-02,78.17460317460318,58.0,-0.9577172312696002,-0.6566124181379365
2020-10-05,78.17460317460318,58.0,-0.8305322549009702,-0.6566124181379365
2020-10-06,78.17460317460318,57.0,-0.7891095124192223,-0.6566124181379365
2020-10-07,78.17460317460318,57.0,-0.7958007627958811,-0.6566124181379365
2020-10-08,78.17460317460318,57.0,-0.7240981226648954,-0.6566124181379365
2020-10-09,78.17460317460318,57.0,-0.758041799270919,-0.6566124181379365
2020-10-12,78.57142857142857,56.0,-0.8029770404575424,-0.6566124181379365
2020-10-13,78.96825396825396,56.0,-0.7720950344153146,-0.6566124181379365
2020-10-14,79.36507936507937,56.0,-0.7359025594144292,-0.6566124181379365
2020-10-15,78.96825396825396,56.0,-0.7217430006750828,-0.6566124181379365
2020-10-16,78.96825396825396,57.0,-0.7214034098487103,-0.6566124181379365
2020-10-19,78.96825396825396,57.0,-0.7466199433778178,-0.6566124181379365
2020-10-20,78.96825396825396,57.0,-0.7238087458586848,-0.6566124181379365
2020-10-21,78.96825396825396,57.0,-0.8082049735826405,-0.6566124181379365
2020-10-22,78.96825396825396,56.0,-0.7591146183837854,-0.6566124181379365
2020-10-23,78.96825396825396,56.0,-0.849001661229623,-0.6566124181379365
2020-10-26,78.96825396825396,56.0,-0.914828934914691,-0.6566124181379365
2020-10-27,78.96825396825396,56.0,-0.9060274655611263,-0.6566124181379365
2020-10-28,79.36507936507937,55.0,-0.9899047204494934,-0.6566124181379365
2020-10-29,79.76190476190477,55.0,-1.0529399865672513,-0.6566124181379365
2020-10-30,79.76190476190477,54.0,-1.0732142230144364,-0.6566124181379365
2020-11-02,79.76190476190477,54.0,-1.0159230004517417,-0.6566124181379365
2020-11-03,79.76190476190477,54.0,-0.979196969698943,-0.6566124181379365
2020-11-04,79.76190476190477,54.0,-0.9196855582077786,-0.6566124181379365
2020-11-05,79.76190476190477,54.0,-0.9296759594465591,-0.6566124181379365
2020-11-06,79.76190476190477,54.0,-1.0187608310625234,-0.6566124181379365
2020-11-09,79.76190476190477,54.0,-0.859730884057917,-0.6566124181379365
2020-11-10,79.76190476190477,54.0,-0.7689813870849448,-0.6566124181379365
2020-11-11,79.76190476190477,54.0,-0.803946832718574,-0.6566124181379365
2020-11-12,79.76190476190477,54.0,-0.858180169795442,-0.6566124181379365
2020-11-13,79.76190476190477,54.0,-0.8718627258690548,-0.6566124181379365
2020-11-16,79.76190476190477,54.0,-0.8366272795536145,-0.6566124181379365
2020-11-17,79.76190476190477,54.0,-0.8561008375902472,-0.6566124181379365
2020-11-18,79.76190476190477,54.0,-0.8272883449805085,-0.6566124181379365
2020-11-19,79.76190476190477,54.0,-0.827613711777256,-0.6566124181379365
2020-11-20,79.76190476190477,54.0,-0.7250448115814192,-0.6566124181379365
2020-11-23,79.76190476190477,53.0,-0.6700422538261224,-0.6566124181379365
2020-11-24,80.15873015873017,52.0,-0.6017509629771236,-0.6566124181379365
2020-11-25,80.55555555555556,52.0,-0.574869442413855,-0.6566124181379365
2020-11-26,80.95238095238095,52.0,-0.6029831841200762,-0.6566124181379365
2020-11-27,80.95238095238095,51.0,-0.5625272648186858,-0.6566124181379365
2020-11-30,80.95238095238095,51.0,-0.579227228280503,-0.6566124181379365
2020-12-01,80.95238095238095,51.0,-0.5931118679151616,-0.6566124181379365
2020-12-02,81.34920634920636,50.0,-0.5628335045763049,-0.6566124181379365
2020-12-03,81.34920634920636,49.0,-0.5591476549455692,-0.6566124181379365
2020-12-04,81.34920634920636,49.0,-0.5674172316138852,-0.6566124181379365
2020-12-07,81.74603174603175,48.0,-0.5829711822288518,-0.6566124181379365
2020-12-08,81.74603174603175,47.0,-0.5613095496067746,-0.6566124181379365
2020-12-09,82.14285714285714,46.0,-0.5603580376026996,-0.6566124181379365
2020-12-10,82.14285714285714,45.0,-0.5016673292540232,-0.6566124181379365
2020-12-11,82.14285714285714,45.0,-0.5213399679445945,-0.6566124181379365
2020-12-14,82.14285714285714,45.0,-0.5040284053555519,-0.6566124181379365
2020-12-15,82.14285714285714,45.0,-0.4674909811754873,-0.6566124181379365
2020-12-16,82.14285714285714,45.0,-0.43864935177219777,-0.6566124181379365
2020-12-17,82.53968253968253,44.0,-0.4243956982779841,-0.6566124181379365
2020-12-18,82.53968253968253,43.0,-0.4040488854660003,-0.6566124181379365
2020-12-21,82.53968253968253,42.0,-0.429971328464264,-0.6566124181379365
2020-12-22,82.53968253968253,42.0,-0.46386985232788175,-0.6566124181379365
2020-12-23,82.53968253968253,42.0,-0.486621827317578,-0.6566124181379365
2020-12-24,82.53968253968253,42.0,-0.4913204189127277,-0.6566124181379365
2020-12-28,82.53968253968253,42.0,-0.48979773654369047,-0.6566124181379365
2020-12-29,82.53968253968253,42.0,-0.41279223763473744,-0.6566124181379365
2020-12-30,82.53968253968253,41.0,-0.40078692611772077,-0.6566124181379365
2020-12-31,82.53968253968253,41.0,-0.4053477192814724,-0.6566124181379365
2021-01-04,82.14285714285714,42.0,-0.4261068632406806,-0.6566124181379365
2021-01-05,82.14285714285714,42.0,-0.34877077109181376,-0.6566124181379365
2021-01-06,82.53968253968253,41.0,-0.3263048735258582,-0.6566124181379365
2021-01-07,82.93650793650794,41.0,-0.3238078834372116,-0.6566124181379365
2021-01-08,82.93650793650794,40.0,-0.2670410070904949,-0.6566124181379365
2021-01-11,82.93650793650794,40.0,-0.26787935061484924,-0.6566124181379365
2021-01-12,82.93650793650794,40.0,-0.25567681731546343,-0.6566124181379365
2021-01-13,83.33333333333334,39.0,-0.2709334115129195,-0.6566124181379365
2021-01-14,83.33333333333334,38.0,-0.22862304251550788,-0.6566124181379365
2021-01-15,83.33333333333334,38.0,-0.2313656040433336,-0.6566124181379365
2021-01-18,83.33333333333334,38.0,-0.20406663833074007,-0.6566124181379365
2021-01-19,83.33333333333334,38.0,-0.1738320907233457,-0.6566124181379365
2021-01-20,83.33333333333334,38.0,-0.17691594600776012,-0.6566124181379365
2021-01-21,83.33333333333334,38.0,-0.13345561948368828,-0.6566124181379365
2021-01-22,83.33333333333334,38.0,-0.13331217915444615,-0.6566124181379365
2021-01-25,83.73015873015873,37.0,-0.1186878431501382,-0.6566124181379365
2021-01-26,83.73015873015873,36.0,-0.13277165091287166,-0.6566124181379365
2021-01-27,84.12698412698413,35.0,-0.1355447860321798,-0.6566124181379365
2021-01-28,84.12698412698413,34.0,-0.13306915752591522,-0.6566124181379365
2021-01-29,84.12698412698413,34.0,-0.1207485781507075,-0.6566124181379365
2021-02-01,84.12698412698413,34.0,-0.043157380121774946,-0.6566124181379365
2021-02-02,84.12698412698413,34.0,-0.0333193764762022,-0.6566124181379365
2021-02-03,84.12698412698413,34.0,-0.059705239597467354,-0.6566124181379365
2021-02-04,84.12698412698413,34.0,-0.06539946971726507,-0.6566124181379365
2021-02-05,84.12698412698413,34.0,-0.08049922146702175,-0.6566124181379365
2021-02-08,83.73015873015873,35.0,-0.09110688513815933,-0.6566124181379365
2021-02-09,83.33333333333334,35.0,-0.09345831405377752,-0.6566124181379365
2021-02-10,82.93650793650794,35.0,-0.1337761219080644,-0.6566124181379365
2021-02-11,82.93650793650794,36.0,-0.13037227350982433,-0.6566124181379365
2021-02-12,82.53968253968253,37.0,-0.10748924774431438,-0.6566124181379365
2021-02-15,82.14285714285714,37.0,-0.04377233265606015,-0.6566124181379365
2021-02-16,82.53968253968253,37.0,-0.045115173882441524,-0.6566124181379365
2021-02-17,82.14285714285714,37.0,0.0019141088924556151,-0.6566124181379365
2021-02-18,82.14285714285714,38.0,0.05236202706670017,-0.6566124181379365
2021-02-19,81.74603174603175,39.0,0.12021503064493858,-0.6566124181379365
2021-02-22,81.74603174603175,40.0,-0.01993999471161551,-0.6566124181379365
2021-02-23,81.74603174603175,41.0,-0.01573058348242004,-0.6566124181379365
2021-02-24,81.74603174603175,41.0,0.051942590710521416,-0.6566124181379365
2021-02-25,81.74603174603175,41.0,0.08600376947128281,-0.6566124181379365
2021-02-26,81.74603174603175,41.0,0.20619754161707704,-0.6566124181379365
2021-03-01,82.14285714285714,40.0,0.1868128954700606,-0.6566124181379365
2021-03-02,82.14285714285714,39.0,0.3073117397342308,-0.6566124181379365
2021-03-03,82.53968253968253,38.0,0.3455246344558713,-0.6566124181379365
2021-03-04,82.93650793650794,38.0,0.4172432288221361,-0.6566124181379365
2021-03-05,83.33333333333334,38.0,0.4845528538918075,-0.6566124181379365
2021-03-08,83.73015873015873,38.0,0.4562812238985582,-0.6566124181379365
2021-03-09,83.73015873015873,37.0,0.5160207427029169,-0.6566124181379365
2021-03-10,83.73015873015873,37.0,0.7814697822509851,-0.6566124181379365
2021-03-11,83.73015873015873,37.0,0.5875116576026046,-0.6566124181379365
2021-03-12,83.73015873015873,37.0,0.6769145325409937,-0.6566124181379365
2021-03-15,83.73015873015873,37.0,0.664267359661402,-0.6566124181379365
2021-03-16,83.73015873015873,37.0,0.6426787042831478,-0.6566124181379365
2021-03-17,83.73015873015873,37.0,0.6156036361502665,-0.6566124181379365
2021-03-18,83.73015873015873,37.0,0.5544318298503695,-0.6566124181379365
2021-03-19,83.73015873015873,37.0,0.6932965404044882,-0.6566124181379365
2021-03-22,83.73015873015873,37.0,0.8697448273056373,-0.6566124181379365
