feature,ic,abs_ic,ic_tstat,ic_stability,coverage
ema_ratio_3,-0.010298809888881502,0.010298809888881502,-0.47988810602777526,0.7237252861602498,0.999540018399264
distance_low_3,0.01014586547795581,0.01014586547795581,0.4725428864476667,0.5119791666666667,0.9986200551977921
log_ret_sum_10,-0.009806316423182524,0.009806316423182524,-0.45588380959103575,0.6014644351464435,0.9949402023919043
vol_of_vol_42,0.009605308798189686,0.009605308798189686,0.4389313633127735,0.521479064709081,0.9613615455381784
distance_high_30,0.00959329572178816,0.00959329572178816,0.4440149066807006,0.3011093502377179,0.9862005519779209
drawdown_30,0.00959329572178816,0.00959329572178816,0.4440149066807006,0.3011093502377179,0.9862005519779209
sma_ratio_252,-0.009532542681812629,0.009532542681812629,-0.4177140717149863,0.8755236385397965,0.8840846366145354
macd_signal,0.009502498006342407,0.009502498006342407,0.44277929823545253,0.30437044745057235,0.999540018399264
var_ratio_40,0.009465030369046088,0.009465030369046088,0.43293461033991976,0.5860010851871947,0.9632014719411224
momentum_vol_adj_180,0.00939259329482889,0.00939259329482889,0.41912185276828134,0.23880597014925373,0.9167433302667893
is_month_06,0.009355391049158033,0.009355391049158033,0.43592408379968184,0.5936524453694069,0.999540018399264
rolling_skew_7,0.009350688955465043,0.009350688955465043,0.4350019723639757,0.6402088772845953,0.9963201471941122
comp_ret_60,-0.009337798705126393,0.009337798705126393,-0.4290496570177676,0.8673469387755102,0.9719411223551058
ret_60d,-0.009337798705126368,0.009337798705126368,-0.4290496570177665,0.8673469387755102,0.9719411223551058
ac1_20,-0.009316519140819018,0.009316519140819018,-0.4320079701084655,0.4860599684376644,0.9898804047838087
distance_high_40,0.009210973448925101,0.009210973448925101,0.4253217132507313,0.3053637812002124,0.9816007359705612
drawdown_40,0.009210973448925101,0.009210973448925101,0.4253217132507313,0.3053637812002124,0.9816007359705612
momentum_vol_adj_30,0.009117976400665485,0.009117976400665485,0.4219148887816308,0.3123678646934461,0.9857405703771849
momentum_vol_adj_7,-0.009115796406487908,0.009115796406487908,-0.42407365215945325,0.5900783289817232,0.9963201471941122
is_month_12,0.008793073469112653,0.008793073469112653,0.40972022604526503,0.6727367325702394,0.999540018399264
week_of_year,-0.008756722593887423,0.008756722593887423,-0.40802629804889107,0.5639958376690947,0.999540018399264
sma_ratio_5,-0.008586586535826182,0.008586586535826182,-0.39972933172582414,0.7549530761209593,0.9977000919963201
vol_of_vol_5,0.00855586578888539,0.00855586578888539,0.3978393206293518,0.6717198118139048,0.9954001839926403
vol_of_vol_14,-0.008429659572746249,0.008429659572746249,-0.39033532613710015,0.3467018469656992,0.9871205151793928
breakout_pos_5,0.0083935431422204,0.0083935431422204,0.39074198783675507,0.3800834202294056,0.9977000919963201
z_price_40,0.008390578435271655,0.008390578435271655,0.3874367293266031,0.33669676048858205,0.9816007359705612
z_price_42,0.008367120786188372,0.008367120786188372,0.3861722325106256,0.33545986177565124,0.9806807727690893
